question_id,skill,cefr_level,text,level,metric_flags,predicted_level,level_match,level_change_reason,accuracy_pct,clarity_score,construction_score,passage_strength_score,grammar_errors,qc_label,qc_reason,qc_level_only,fairness_flags,fairness_qc_label,fairness_qc_reason,final_decision,final_decision_reason
1f1f434d-f00a-4fc8-9ae8-9b36336ad391,speaking,A2,"Describe your daily routine.

Topic: Describe your daily routine

You should say:
- What time you usually get up and go to bed
- Two or three main things you do in the day (for example, work, study, eat)
- One thing you like about your routine or one thing you want to change

You have 1 minute to prepare. Speak for about 1 minute.",A2,none,A1,False,"Changed from A2 to A1: The task requires high-frequency vocabulary and the use of the present tense to describe simple, everyday facts.",100,5,5,5,0,FLAG,predicted CEFR level outside defined range of labeled level,True,none,FAIRNESS_PASS,pass,REVIEW,REVIEW -- content: Predicted CEFR level outside defined range of labeled level.
3022fb7a-51cb-4fc0-9ba1-abd3a2058bdf,speaking,C1,"Talk about a contemporary geopolitical issue or tension that you consider significant.

Topic: Describe a contemporary geopolitical issue that you believe is significant.

You should say:
- What the issue is, outlining its origins and the principal state and non-state actors involved
- How the issue influences regional or global stability, including strategic, economic or humanitarian ramifications
- Why this issue matters to populations beyond the directly affected countries, considering interdependence and normative implications
- One or two realistic policy responses you would support, and any potential unintended consequences or trade-offs

You have 2 minutes to prepare. Speak for about 2½ minutes.",C1,none,C1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
422a1c10-6052-421b-867c-f7c98c1d9841,speaking,C2,"Talk about a historiographical debate or controversy you find intellectually stimulating and analyse its significance for historical interpretation.

Topic: Describe a historiographical debate or controversy that you find intellectually stimulating.

You should say:
- Outline the debate: its subject, the temporal or geographical context, and the central question at stake.
- Summarise the principal competing interpretations and the methodological or evidential bases each school of thought invokes.
- Discuss why the controversy endures and what ramifications it has for broader historical narratives or public memory.
- State which interpretation you find most persuasive and explain, with reference to specific types of evidence or historiographical reasoning, why you reach that conclusion.

You have 2 minutes to prepare. Speak for about 3-4 minutes.",C2,none,C1,False,"Changed from C2 to C1: The prompt requires highly specialized academic vocabulary and the ability to discuss abstract, complex concepts for academic purposes.",100,5,5,5,0,FLAG,predicted CEFR level outside defined range of labeled level,True,none,FAIRNESS_PASS,pass,REVIEW,REVIEW -- content: Predicted CEFR level outside defined range of labeled level.
50f87abe-2536-49ad-ba8a-16d0587f96b6,speaking,B1,"Describe a person you are close to.

Topic: Describe a person you are close to.

You should say:
- Who this person is and how you know them
- A time you spent together or a memory you have with them
- Why they are important to you and how they affect your life

You have 2 minutes to prepare. Speak for about 1 minute 30 seconds.",B1,none,B1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
76c94df5-6f42-4885-bb58-3676438c6517,speaking,B1,"Talk about a person who helped you make friends or feel more confident with other people.

Topic: Describe a person who helped you make friends

You should say:
- Who this person is and how you know them
- What they did to help you meet or talk to new people
- How this help changed your social life and how you feel now

You have 2 minutes to prepare. Speak for about 1 minute 30 seconds.",B1,none,B1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
8979072c-5b2c-4848-bdf1-2416b76d122e,speaking,C1,"Describe a contemporary example of postcolonial influence and explain its significance.

Topic: Describe an example of postcolonial influence you have studied or observed.

You should say:
- What the example is and the colonial context from which it emerged
- How colonial structures, language or cultural norms continue to operate in this example
- The ethical, social or political tensions the legacy creates for different communities
- Your view on ways to address, reinterpret or reconcile this legacy and why

You have 2 minutes to prepare. Speak for about 2½ minutes.",C1,none,C1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
69e59779-5432-4fd8-b0a0-7358153c6a3c,speaking,A2,"Talk about one day at school that you remember. Say when it was, what happened, and why you remember it.

Topic: A day at school you remember

You should say:
- When it happened and which class or year you were in
- Who was with you and what you did that day
- Why you remember it and how you felt

You have 60 seconds to prepare. Speak for about 60 seconds.",A2,none,B1,False,"Changed from A2 to B1: The task requires describing a personal experience and expressing feelings and reasons, which aligns with B1 descriptors for describing experiences and opinions.",100,5,5,5,0,FLAG,predicted CEFR level outside defined range of labeled level,True,none,FAIRNESS_PASS,pass,REVIEW,REVIEW -- content: Predicted CEFR level outside defined range of labeled level.
c1f2a799-2e42-47a3-88a8-a57441d92bd1,speaking,C1,"Describe an idea from the philosophy of language that you find important and explain its significance.

Topic: Describe an idea in the philosophy of language that you find important.

You should say:
- Outline the idea succinctly - what it claims, its central concepts and the theorists or traditions most associated with it.
- Explain why you consider this idea significant, and how it alters your understanding of meaning, communication or thought.
- Give a clear example (from literature, politics, digital media or everyday interaction) that demonstrates the idea in practice.
- Discuss criticisms or limitations of the idea and what consequences it might have for identity, ethics or public policy.

You have 2 minutes to prepare. Speak for about 2 minutes.",C1,none,C1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,requires_specialist_knowledge,FAIRNESS_FLAG,"the item assumes specialist or cultural knowledge that a general test-taker can't be expected to have; evidence: The prompt requires specific academic knowledge of the philosophy of language to answer, which is specialist knowledge not expected of a general audience.",REJECT,"REJECT -- fairness: The item assumes specialist or cultural knowledge that a general test-taker can't be expected to have. Evidence: The prompt requires specific academic knowledge of the philosophy of language to answer, which is specialist knowledge not expected of a general audience."
99dd95a8-1d86-47be-b977-2d85070c663d,speaking,A1,"Talk about your daily routine.

Topic: Describe your daily routine.

You should say:
- The time I wake up.
- What I do in the morning.
- What I do in the evening.

You have 45 seconds to prepare. Speak for about 45 seconds.",A1,none,A1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
19388ff9-4da7-48a0-8a5b-ac44dca62084,speaking,C2,"Talk about a public policy debate or piece of policy discourse you have analysed, and explain how language, framing and argumentative strategies affected its development and outcome.

Topic: Describe a public policy debate or policy discourse you have studied closely.

You should say:
- Outline the policy issue, its socio-political context and the principal stakeholders involved.
- Identify and exemplify the principal discursive strategies and rhetorical devices employed by different actors (e.g. framing, metaphors, appeals to authority, data presentation).
- Analyse how these linguistic and argumentative choices influenced public perception, media coverage and the eventual policy decisions or impasse.
- Explain the analytical methods or evaluative criteria you used to assess the discourse and suggest implications for more deliberative, transparent policymaking.

You have 2 minutes to prepare. Speak for about 3-4 minutes.",C2,none,C1,False,Changed from C2 to C1: The prompt requires highly specialized academic vocabulary and the ability to perform complex meta-linguistic analysis of abstract socio-political topics.,100,5,5,5,0,FLAG,predicted CEFR level outside defined range of labeled level,True,none,FAIRNESS_PASS,pass,REVIEW,REVIEW -- content: Predicted CEFR level outside defined range of labeled level.
4278df8d-28c9-4072-8625-4570754b80ba,speaking,B2,"Talk about an example of economic inequality that you have seen, heard about, or learned about.

Topic: Describe an example of economic inequality.

You should say:
- When and where you noticed or learned about it, and what the situation was
- The main reasons or causes you think led to this inequality
- How this inequality affected the lives or opportunities of the people involved
- One change or policy you would support to reduce the inequality and why it might work

You have 2 minutes to prepare. Speak for up to 2 minutes.",B2,none,B2,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
c9687d1f-111e-4c8f-8fa3-57532a32a828,speaking,C2,"Describe an abstract conceptual theory or philosophical idea and explain its significance to you.

Topic: An abstract conceptual theory or philosophical idea that has influenced you

You should say:
- Summarise the central tenets of the theory: its principal concepts, underlying axioms and the intellectual context or thinker from which it arose.
- Provide a clear example, thought experiment or concrete instance that operationalises the theory and illustrates how it functions in practice.
- Explain how engaging with this theory changed your perspective, decision-making or approach to a particular problem, citing specific consequences or actions.
- Discuss principal criticisms, limitations or competing accounts, and offer a nuanced appraisal of the theory's epistemic and normative value.

You have two minutes to prepare. Speak for two to three minutes.",C2,poor_construction,C1,False,"Changed from C2 to C1: The prompt requires highly specialized academic vocabulary and the ability to construct a nuanced, abstract argument regarding complex philosophical concepts.",100,5,5,5,0,FLAG,"predicted CEFR level outside defined range of labeled level; rule flags: In the 'text' field: sentence construction is malformed -- immediately repeated word: 'you\n\nYou' (text: ""Describe an abstract conceptual theory or philosophical idea and explain its significance to you.\n\nTopic: An abstract conceptual theory or philosophical idea that has influenced you\n\nYou should say:\n- Summarise the central tenets of the theory: its principal concepts, underlying axioms and the intellectual context or thinker from which it arose.\n- Provide a clear example, thought experiment or concrete instance that operationalises the theory and illustrates how it functions in practice.\n- Explain how engaging with this theory changed your perspective, decision-making or approach to a particular problem, citing specific consequences or actions.\n- Discuss principal criticisms, limitations or competing accounts, and offer a nuanced appraisal of the theory's epistemic and normative value.\n\nYou have two minutes to prepare. Speak for two to three minutes."").",False,none,FAIRNESS_PASS,pass,REJECT,"REJECT -- content: Predicted CEFR level outside defined range of labeled level. Rule flags: In the 'text' field: sentence construction is malformed -- immediately repeated word: 'you\n\nYou' (text: ""Describe an abstract conceptual theory or philosophical idea and explain its significance to you.\n\nTopic: An abstract conceptual theory or philosophical idea that has influenced you\n\nYou should say:\n- Summarise the central tenets of the theory: its principal concepts, underlying axioms and the intellectual context or thinker from which it arose.\n- Provide a clear example, thought experiment or concrete instance that operationalises the theory and illustrates how it functions in practice.\n- Explain how engaging with this theory changed your perspective, decision-making or approach to a particular problem, citing specific consequences or actions.\n- Discuss principal criticisms, limitations or competing accounts, and offer a nuanced appraisal of the theory's epistemic and normative value.\n\nYou have two minutes to prepare. Speak for two to three minutes."")."
8618b151-5194-4ddc-87d4-c4969eb2e989,speaking,A2,"Describe your school and a lesson you like.

Topic: Describe your school and a lesson you like.

You should say:
- Where your school is and what it is like.
- A teacher you like and what they do in class.
- A lesson you like and what you do in that lesson.

You have 60 seconds to prepare and 60 seconds to speak.",A2,none,A2,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
1cfc6ed8-4ba7-4d21-a7d0-cc594f3e6644,speaking,B2,"Describe the topic below.

Topic: Describe a way social media or digital culture has affected people's lives.

You should say:
- What specific aspect of social media or digital culture you are referring to (for example, communication, privacy, or online identity).
- Give a clear example of how this aspect has affected you, someone you know, or your local community.
- Describe one positive effect and one negative effect it has had on people's behaviour or relationships.
- Explain a change you would make to improve the way people use this technology in the future.

You have 2 minutes to prepare. Speak for about 2 minutes.",B2,none,B2,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
ac769af9-de47-4f93-a664-b96162f875eb,speaking,A1,"Talk about one person in your family.

Topic: Describe a person in your family.

You should say:
- Who they are. Say mother, father, sister, or brother.
- What they look like. Say hair, eyes, and if they are tall or short.
- What you do with them. Say one thing you do often together.

You have 45 seconds to prepare. Speak for 45 seconds.",A1,none,A1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
71c72691-055d-4aa4-ba60-ff96e74e81f3,speaking,B2,"Describe a renewable energy source you think your community should use more.

Topic: Describe a renewable energy source you think your community should use more

You should say:
- Describe the energy source and briefly explain how it produces power
- Explain why you believe this source would suit your local area
- Describe how wider use of this energy would affect daily life or the environment
- Suggest actions that could encourage people or local authorities to adopt it

You have 2 minutes to prepare and up to 2 minutes to speak.",B2,none,B2,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
141dded6-61f0-4601-acc9-ac49c75662d1,speaking,C2,"Talk about a specific epistemological problem, theory or debate and address the points below.

Topic: Describe a problem, theory or debate in epistemology that you find intellectually compelling.

You should say:
- Outline succinctly the central thesis or contested claim and the key concepts involved.
- Explain what aspects of the idea attract your interest, citing precise philosophical terms or distinctions.
- Summarise major objections or rival accounts and indicate how they bear on the theory's credibility.
- Evaluate the practical or interdisciplinary ramifications of the epistemic issue for inquiry, policy or everyday reasoning.

You will have 2 minutes to prepare. Speak for about 3-4 minutes.",C2,none,C1,False,"Changed from C2 to C1: The prompt requires the use of highly specialized academic vocabulary and the ability to discuss abstract, complex philosophical concepts and their implications.",100,5,5,5,0,FLAG,predicted CEFR level outside defined range of labeled level,True,requires_specialist_knowledge,FAIRNESS_FLAG,the item assumes specialist or cultural knowledge that a general test-taker can't be expected to have; evidence: The task requires the speaker to possess specialist academic knowledge of epistemology to successfully complete the prompt.,REJECT,REJECT -- content: Predicted CEFR level outside defined range of labeled level.; fairness: The item assumes specialist or cultural knowledge that a general test-taker can't be expected to have. Evidence: The task requires the speaker to possess specialist academic knowledge of epistemology to successfully complete the prompt.
2bd241e9-cab6-4f28-b3f4-2d1556dca071,speaking,B2,"Talk about a change you would make to increase the use of renewable energy in your country.

Topic: Describe a change you would make to increase the use of renewable energy in your country.

You should say:
- What specific change you would introduce
- Why this change is necessary now
- How you would put this change into practice
- What effects you expect it would have on people and the environment

You have 2 minutes to prepare. Speak for about 2 minutes.",B2,none,B2,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
c0366ec2-e79a-4a7a-8c22-182f1ab738c4,speaking,B2,"Describe a change you would make to a healthcare system in your country or in another country.

Topic: Describe a change you would make to a healthcare system.

You should say:
- What the change would be
- Why the current system needs this change (the problems it would solve)
- How the change could be put into practice, including steps or resources required
- The possible effects or benefits for patients, staff, and the wider community

You have two minutes to prepare. Speak for about two minutes.",B2,none,B2,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
2740f079-07a4-4642-9442-81d2753e8898,speaking,B1,"Describe a person who is important to you.

Topic: Describe a person who is important in your life.

You should say:
- Who this person is and how you know them
- When or where you first met them and how often you see them
- Why they are important to you and how they affect your life

You have 2 minutes to prepare. Speak for about 90 seconds.",B1,none,B1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
7137e601-1039-4867-84e2-6f6fc64a7a53,speaking,C1,"Describe a corporate governance issue or dilemma that you consider significant.

Topic: Describe a significant corporate governance issue or dilemma.

You should say:
- Explain the issue or dilemma and the context in which it occurred (industry, company scale, and key stakeholders).
- Analyse why the situation raised questions about accountability, transparency or conflicts of interest, using precise governance terminology.
- Describe the consequences for stakeholders and for the organisation's long-term reputation or viability.
- Propose concrete measures - regulatory, board-level or cultural - that could have prevented the problem or mitigate similar risks in future.

You have 2 minutes to prepare. Speak for about 2 minutes 30 seconds.",C1,none,C1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
1a1363a3-4074-44fd-b4b3-6ac405d3c0a7,speaking,B1,"Describe a time when you had to make a decision about money.

Topic: Describe a time when you had to make a decision about money.

You should say:
- What the decision was and how much money was involved
- Why you made that decision and who helped or influenced you
- What happened afterwards, whether it was a good decision, and what you learned

You have 2 minutes to prepare. Speak for about 90 seconds.",B1,none,B1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
eaf7925d-a207-4025-bdd1-b0b1bf885aea,speaking,A2,"Describe a time when you used public transport. Talk about the trip and the points below.

Topic: Describe a time you used public transport

You should say:
- When and where the trip was
- Who you travelled with
- One thing you liked or did not like about the trip

You have 60 seconds to prepare. Speak for about 60 seconds.",A2,none,A2,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
175b34a2-86af-4860-9c54-4eb235920f1b,speaking,C2,"Describe an epistemological problem you find intellectually stimulating and explain its wider significance.

Topic: An epistemological question or problem that you find intellectually stimulating

You should say:
- Define the epistemological question precisely and situate it within a broader debate (for example, skepticism, justification, testimony or epistemic injustice).
- Explain why this problem captivates you intellectually - which assumptions it challenges and what conceptual puzzles it foregrounds.
- Summarise two contrasting philosophical responses or schools of thought and the principal arguments each side advances.
- Discuss the practical or ethical implications of the debate for everyday epistemic practices (such as trusting experts, attributing credibility, or educational norms).

You have 2 minutes to prepare. Speak for up to 3 minutes and 30 seconds.",C2,none,C1,False,"Changed from C2 to C1: The task requires highly specialized academic vocabulary and the ability to articulate complex, abstract philosophical arguments.",100,5,5,5,0,FLAG,predicted CEFR level outside defined range of labeled level,True,requires_specialist_knowledge,FAIRNESS_FLAG,the item assumes specialist or cultural knowledge that a general test-taker can't be expected to have; evidence: The task requires specialist knowledge of philosophy to define epistemological problems and summarize academic debates.,REJECT,REJECT -- content: Predicted CEFR level outside defined range of labeled level.; fairness: The item assumes specialist or cultural knowledge that a general test-taker can't be expected to have. Evidence: The task requires specialist knowledge of philosophy to define epistemological problems and summarize academic debates.
4c0e55cb-9493-4883-9fb8-7cb1278f0209,speaking,A1,"Describe your school. Talk about the points on the card.

Topic: Describe your school.

You should say:
- Where your school is
- A room you like in the school
- A teacher or friend you like and why

You have 45 seconds to prepare. Speak for about 45 seconds.",A1,none,A2,False,Changed from A1 to A2: The task requires describing immediate surroundings and personal preferences using high-frequency vocabulary and simple sentence structures.,100,5,5,5,0,FLAG,predicted CEFR level outside defined range of labeled level,True,none,FAIRNESS_PASS,pass,REVIEW,REVIEW -- content: Predicted CEFR level outside defined range of labeled level.
b4e0f6e3-93b9-4d16-8492-aefb4d0d41cb,speaking,C1,"Describe an example in which principles of behavioural economics influenced a decision or policy. Explain the circumstances, the mechanism involved and the consequences.

Topic: Describe an example where behavioural economics affected a decision or policy

You should say:
- Outline the context and the people or institutions involved (where and when it happened).
- Identify the specific behavioural principle or nudge used and explain how it operated (e.g. framing, defaults, loss aversion, social proof).
- Describe the immediate behavioural change or measurable outcome that resulted.
- Evaluate the ethical implications and longer-term ramifications, and say whether you think the intervention was justified or how it could have been improved.

You have 2 minutes to prepare. Speak for about 2-2.5 minutes.",C1,none,C1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
bf2a47d2-4261-4dce-82e5-8c8304a40a2f,speaking,C1,"Describe a literary work you have read that led you to think deeply about its meaning and methods.

Topic: Talk about a literary work that prompted critical reflection

You should say:
- Name the work and its author, and explain briefly why you chose it
- Outline one or two central themes or questions the work raises
- Analyse a specific technique (e.g. narrative voice, structure, imagery) the author uses and its critical effect
- Say how the work changed or sharpened your perspective on literature or a broader cultural/ethical issue

You have 2 minutes to prepare. Speak for about 2 to 2½ minutes.",C1,none,C1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
91cfe56e-2c3f-43fb-b8b2-6da3085d8439,speaking,B2,"Describe a person you know who moved to another country and how the move affected their sense of identity.

Topic: Describe a person you know who moved to another country.

You should say:
- Who the person is and how you know them
- Why and when they moved to the new country
- One clear way their identity, habits or beliefs changed after moving
- How you think the move will affect their future sense of belonging

You have 2 minutes to prepare. Speak for about 2 minutes.",B2,none,B2,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
ef228e81-99c2-4c6f-97c5-a24512674898,speaking,C1,"Talk about a concept from the philosophy of language and explain why it matters.

Topic: Describe a concept from the philosophy of language that you find thought-provoking.

You should say:
- Delineate the concept or theory and summarise its central tenets
- Explain why this idea interests you and how it reframes the act of communication
- Provide a concrete example or a brief thought experiment that illustrates the concept
- Discuss potential implications or criticisms and say whether you find them convincing

You have 2 minutes to prepare. Speak for about 2 minutes.",C1,none,C1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,requires_specialist_knowledge,FAIRNESS_FLAG,the item assumes specialist or cultural knowledge that a general test-taker can't be expected to have; evidence: The item requires specialist academic knowledge of a specific branch of philosophy to answer.,REJECT,REJECT -- fairness: The item assumes specialist or cultural knowledge that a general test-taker can't be expected to have. Evidence: The item requires specialist academic knowledge of a specific branch of philosophy to answer.
2fb9d962-d8a7-4478-ab8d-f2c5342e33cf,speaking,B2,"Describe a town or city that has changed because of urbanisation.

Topic: Describe a town or city that has changed because of urbanisation.

You should say:
- Where the place is and what it was like before the changes
- What developments or new features appeared due to urban growth
- How these changes affected local people's daily lives and the local environment
- Whether the changes were mainly positive or negative and one improvement you would make

You have 2 minutes to prepare. Speak for up to 2 minutes.",B2,none,B2,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
346eaadd-243d-4045-9f34-1139becd8f45,speaking,A2,"Talk about a place in your town that you like to visit.

Topic: Describe a place in your town that you like to visit.

You should say:
- What the place is and where it is
- When you go there and who you go with
- Why you like this place

You have one minute to prepare. Speak for about one minute.",A2,none,A2,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
4785730d-00ee-43de-b193-6f7f5ff856bd,speaking,C1,"Describe an academic research methodology that you consider important or interesting.

Topic: Describe an academic research methodology you find significant.

You should say:
- Name the methodology and outline the kinds of research questions or disciplines in which it is commonly employed.
- Explain its principal strengths and why it is valuable for producing robust or insightful findings (you may refer to validity, reliability or triangulation).
- Discuss its principal limitations and any ethical concerns or sources of bias that researchers must consider.
- Suggest how the methodology could be refined or integrated with other approaches, and indicate the broader implications of its use for knowledge or society.

You have 2 minutes to prepare. Speak for about 2 minutes.",C1,none,C1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
a2b13398-5983-42df-b37b-5f3df080822d,speaking,B2,"Describe a time when immigration influenced your sense of identity.

Topic: Describe a time when immigration influenced your sense of identity.

You should say:
- When and where the migration happened and who was involved (you or someone you know).
- The main reasons for the move, for example work, study, family or safety, and any expectations before moving.
- How the move changed your sense of identity or belonging, mentioning feelings, habits, language or customs.
- The long-term effects of that experience and any lesson or change in future plans it brought about.

You have 2 minutes to prepare. Speak for about 2 minutes.",B2,none,B2,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
57b1f1e2-f8c8-403d-a301-52212dfea00e,speaking,C2,"Talk about a historiographical debate, theory or controversy that you find significant. Explain its main features and why it matters.

Topic: Describe a historiographical debate, theory or controversy you find important.

You should say:
- Summarise the debate or theoretical framework: its central question, temporal scope and what is at stake (for example causation, periodisation or agency).
- Identify the principal positions and representative historians or schools, outlining each side's principal claims and counter-claims.
- Explain the methodological distinctions involved: types of evidence privileged (archival provenance, oral testimony, quantitative indicators), narrative strategies and underlying epistemological assumptions.
- Assess the debate's wider significance: its implications for contemporary interpretation, public memory or policy, and why you consider it intellectually important.

You have 2 minutes to prepare. Speak for about 3-4 minutes.",C2,none,C1,False,"Changed from C2 to C1: The prompt requires the use of highly specialized academic vocabulary (e.g., 'epistemological', 'historiographical', 'provenance') and the ability to discuss complex, abstract theoretical concepts.",100,5,5,5,0,FLAG,predicted CEFR level outside defined range of labeled level,True,requires_specialist_knowledge,FAIRNESS_FLAG,"the item assumes specialist or cultural knowledge that a general test-taker can't be expected to have; evidence: The task requires specific academic knowledge of historiography, including methodological frameworks, epistemological assumptions, and historical schools of thought.",REJECT,"REJECT -- content: Predicted CEFR level outside defined range of labeled level.; fairness: The item assumes specialist or cultural knowledge that a general test-taker can't be expected to have. Evidence: The task requires specific academic knowledge of historiography, including methodological frameworks, epistemological assumptions, and historical schools of thought."
d925f34e-8f5f-46b9-ba92-2957bf360c93,speaking,C1,"Describe a situation involving intellectual property law that you consider significant or controversial.

Topic: Describe a situation involving intellectual property law that you consider significant or controversial.

You should say:
- Outline the circumstances and the stakeholders involved (for example, creators, corporations, consumers or the public domain).
- Explain the specific intellectual property issues or legal principles at stake (such as copyright infringement, patentability, moral rights, licensing or enforcement difficulties).
- Describe the consequences or outcomes for those affected and any wider societal, cultural or economic implications.
- Evaluate whether the law achieved a fair balance between protecting rights and promoting innovation; suggest practical reforms or alternative approaches.

You have 2 minutes to prepare; speak for up to 2 minutes 30 seconds.",C1,none,C1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
c51345b9-7096-4904-89f6-e2162152dc8c,speaking,A2,"Describe a family member or a friend.

Topic: Describe a family member or a friend

You should say:
- Who this person is and how you know them
- What they look like and one thing they like to do
- A time you spent with them and why they are special to you

You have 60 seconds to prepare. Speak for about 60 seconds.",A2,poor_construction,A2,True,pass,100,5,5,5,0,FLAG,rule flags: In the 'text' field: sentence construction is malformed -- immediately repeated word: 'you\n\nYou' (text: 'Describe a family member or a friend.\n\nTopic: Describe a family member or a friend\n\nYou should say:\n- Who this person is and how you know them\n- What they look like and one thing they like to do\n- A time you spent with them and why they are special to you\n\nYou have 60 seconds to prepare. Speak for about 60 seconds.').,False,none,FAIRNESS_PASS,pass,REJECT,REJECT -- content: Rule flags: In the 'text' field: sentence construction is malformed -- immediately repeated word: 'you\n\nYou' (text: 'Describe a family member or a friend.\n\nTopic: Describe a family member or a friend\n\nYou should say:\n- Who this person is and how you know them\n- What they look like and one thing they like to do\n- A time you spent with them and why they are special to you\n\nYou have 60 seconds to prepare. Speak for about 60 seconds.').
b4da1220-8601-478f-ad86-0277713218b0,speaking,B1,"Talk about a class or course you enjoyed at school or college.

Topic: Describe a class or course you enjoyed at school or college.

You should say:
- When and where the class took place
- What the class was about and what you did in it
- Why you liked this class and how it helped your studies or future plans

You have 2 minutes to prepare. Speak for about 1 minute 30 seconds.",B1,none,B1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
f0cc6061-8ab0-4ec6-bf33-c4b79eeb72a1,speaking,A1,"Talk about a number you use every day.

Topic: A number you use every day

You should say:
- Say the number.
- When do you use it?
- Why it is important to you.

You have 45 seconds to prepare. Speak for 45 seconds.",A1,none,A1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
c1c3434a-b965-4a1b-a80a-9d0964c2db93,speaking,B1,"Describe a piece of technology you use every day. Say what it is and explain why it is useful to you.

Topic: Describe a piece of technology you use every day.

You should say:
- What the device or tool is and how you use it each day
- When you started using it and the reason you chose it
- One good thing about it and one problem it causes, and whether you could live without it

You have 2 minutes to prepare. Speak for about 1 minute 30 seconds.",B1,none,B1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
7b30323a-14cf-4735-95bb-cbe2e788ac1f,speaking,C1,"Describe a work of literature you have read and critically evaluated.

Topic: Describe a literary work you have analysed critically.

You should say:
- Name the work and its author, and outline the historical or cultural context in which it was written.
- Explain the central themes and the principal stylistic or narrative techniques the author uses to develop them.
- Give your critical assessment: discuss the work_x0002_s artistic strengths and any limitations, supporting your views with specific examples.
- Consider the work_x0002_s wider significance: how it contributes to literary debates, reflects social concerns, or has influenced other writers or readers.

You have 2 minutes to prepare. Speak for about 2-2½ minutes.",C1,none,C1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
479a06da-1a5b-40e6-9a9c-4c09142b93c8,speaking,C1,"Describe a contemporary bioethical dilemma that you consider significant and explain its implications.

Topic: Describe a contemporary bioethical dilemma you find important.

You should say:
- Explain the dilemma and the scientific or technological context in which it arises.
- Identify the conflicting moral principles or interests and the main stakeholders affected.
- Outline plausible responses or policies, noting potential benefits, risks and trade-offs.
- Discuss the broader social ramifications and state your considered view on a justified course of action.

You have 2 minutes to prepare and up to 2 minutes 30 seconds to speak.",C1,none,C1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
